Company Name,Financial stability,Claims processing time,Customer service reputation,Premium cost,Deductibles,Network of providers
State Farm,E,14,Excellent,148,757,Nationwide
Progressive,A,14,Excellent,89,747,Selected states
Progressive,B,5,Excellent,75,332,Regional
Allstate,D,13,Excellent,50,791,Nationwide
Allstate,D,15,Average,112,591,Nationwide
Geico,C,7,Poor,95,498,Regional
USAA,A,9,Excellent,122,475,Regional
Geico,C,13,Good,107,266,Regional
Geico,E,12,Excellent,146,615,Regional
State Farm,C,13,Average,146,346,Selected states
Progressive,B,14,Average,64,599,Regional
Allstate,E,7,Poor,121,386,Selected states
Progressive,B,7,Average,107,507,Regional
USAA,B,8,Good,112,602,Regional
USAA,B,10,Excellent,99,422,Nationwide
Geico,D,8,Good,63,506,Nationwide
Geico,D,7,Excellent,145,266,Nationwide
Progressive,B,9,Good,112,500,Regional
State Farm,E,9,Poor,136,244,Selected states
State Farm,C,15,Good,108,222,Selected states
Geico,B,9,Average,90,776,Regional
Allstate,C,12,Good,57,616,Regional
Progressive,B,13,Average,128,514,Selected states
State Farm,E,6,Poor,136,522,Nationwide
USAA,B,14,Excellent,77,446,Nationwide
USAA,B,14,Good,87,339,Nationwide
State Farm,D,15,Excellent,72,684,Regional
USAA,E,8,Excellent,98,476,Regional
USAA,B,15,Average,106,509,Regional
USAA,B,10,Poor,69,672,Selected states
Geico,B,7,Excellent,94,352,Nationwide
Allstate,D,11,Excellent,144,385,Regional
Geico,C,6,Good,83,210,Regional
Progressive,A,12,Excellent,109,430,Nationwide
Geico,B,9,Excellent,125,668,Nationwide
Allstate,C,6,Poor,126,516,Nationwide
Geico,E,9,Average,75,782,Nationwide
Allstate,B,8,Poor,149,502,Nationwide
State Farm,A,14,Excellent,148,207,Nationwide
Progressive,C,12,Good,144,353,Nationwide
Allstate,E,11,Good,96,212,Regional
Progressive,E,12,Poor,140,369,Selected states
State Farm,E,8,Excellent,135,284,Nationwide
USAA,A,8,Poor,150,391,Nationwide
State Farm,C,10,Good,89,762,Regional
Progressive,D,6,Excellent,78,752,Regional
Allstate,E,13,Poor,89,444,Regional
Allstate,C,6,Excellent,56,314,Regional
USAA,D,12,Good,76,718,Regional
Geico,E,14,Good,142,795,Nationwide
Progressive,A,7,Good,99,203,Nationwide
Geico,E,5,Good,95,710,Regional
USAA,D,5,Poor,67,225,Nationwide
Progressive,D,12,Good,137,487,Selected states
State Farm,C,6,Average,52,627,Nationwide
State Farm,D,13,Poor,108,666,Nationwide
Allstate,E,12,Good,134,202,Nationwide
Geico,E,13,Poor,146,720,Selected states
Progressive,E,15,Good,87,604,Nationwide
Allstate,D,9,Excellent,127,540,Selected states
USAA,D,7,Average,103,334,Regional
Geico,C,5,Excellent,141,322,Selected states
Allstate,E,9,Average,128,589,Regional
USAA,C,10,Good,108,233,Nationwide
Allstate,B,7,Average,130,462,Selected states
Geico,A,10,Excellent,113,500,Regional
USAA,B,9,Poor,121,223,Selected states
State Farm,E,14,Good,134,681,Nationwide
Progressive,A,10,Average,78,355,Regional
USAA,E,6,Average,88,582,Nationwide
USAA,C,6,Poor,135,758,Regional
Geico,B,13,Good,103,294,Nationwide
Progressive,B,5,Excellent,121,789,Regional
Progressive,B,15,Good,106,381,Selected states
Progressive,A,6,Good,84,591,Nationwide
Progressive,B,14,Average,57,316,Regional
Allstate,E,15,Average,124,592,Regional
Geico,E,7,Excellent,125,582,Selected states
State Farm,D,6,Poor,97,408,Nationwide
Progressive,A,15,Excellent,50,749,Regional
USAA,D,10,Excellent,140,223,Regional
State Farm,D,6,Poor,52,220,Regional
USAA,D,9,Good,102,430,Regional
Geico,B,11,Good,144,585,Selected states
USAA,B,14,Good,107,337,Selected states
Allstate,E,8,Average,83,325,Regional
Geico,E,6,Good,133,670,Regional
Geico,A,7,Good,91,223,Regional
Allstate,B,14,Good,92,227,Selected states
USAA,C,7,Average,127,528,Nationwide
Geico,C,8,Excellent,85,515,Nationwide
State Farm,C,6,Good,64,746,Regional
Progressive,A,11,Excellent,90,720,Nationwide
State Farm,D,8,Poor,53,360,Regional
Allstate,A,5,Good,60,518,Nationwide
Progressive,A,13,Average,110,263,Nationwide
Progressive,E,10,Excellent,104,466,Regional
State Farm,C,14,Poor,95,482,Selected states
USAA,D,14,Average,142,258,Regional
Geico,C,8,Good,69,481,Selected states
State Farm,B,10,Excellent,96,310,Regional
Progressive,C,11,Good,120,224,Selected states
Geico,B,13,Average,104,370,Regional
USAA,C,9,Poor,68,506,Regional
USAA,D,7,Excellent,139,699,Regional
Geico,A,13,Average,76,215,Selected states
State Farm,B,5,Average,54,235,Nationwide
State Farm,C,9,Average,55,558,Nationwide
State Farm,E,14,Good,135,233,Nationwide
Geico,C,15,Good,110,413,Selected states
Allstate,E,15,Poor,74,667,Selected states
Geico,A,15,Poor,103,529,Selected states
Geico,A,6,Poor,55,699,Selected states
Allstate,C,9,Excellent,78,265,Regional
USAA,C,6,Good,57,429,Regional
Geico,B,7,Poor,123,267,Regional
Progressive,A,6,Poor,76,536,Nationwide
Geico,D,5,Average,99,515,Nationwide
State Farm,C,9,Poor,51,597,Nationwide
State Farm,B,10,Excellent,124,207,Regional
Allstate,C,12,Excellent,65,661,Regional
Allstate,B,12,Good,55,548,Selected states
Geico,D,12,Good,52,655,Nationwide
Geico,E,11,Excellent,107,575,Nationwide
Geico,D,15,Good,82,793,Nationwide
Allstate,C,14,Poor,127,276,Nationwide
Geico,E,14,Excellent,76,345,Regional
USAA,D,11,Excellent,145,735,Nationwide
State Farm,D,5,Excellent,124,744,Nationwide
Progressive,C,14,Good,95,779,Regional
Geico,B,14,Good,139,661,Selected states
State Farm,A,12,Poor,85,342,Regional
USAA,A,9,Good,144,478,Nationwide
Progressive,C,5,Average,92,447,Regional
Progressive,E,7,Average,140,721,Selected states
USAA,C,5,Good,150,296,Nationwide
Geico,C,14,Excellent,142,433,Selected states
USAA,D,13,Average,112,324,Nationwide
Allstate,B,11,Excellent,68,301,Regional
Progressive,B,8,Good,125,687,Nationwide
Geico,C,10,Excellent,101,716,Selected states
USAA,B,7,Average,63,482,Nationwide
Geico,D,10,Average,130,239,Selected states
USAA,E,7,Poor,120,470,Nationwide
State Farm,D,5,Good,108,476,Selected states
Geico,E,15,Poor,103,722,Selected states
Geico,A,6,Poor,145,554,Regional
Geico,A,7,Excellent,58,337,Selected states
USAA,C,6,Excellent,58,303,Selected states
Geico,B,11,Poor,95,225,Selected states
USAA,E,8,Excellent,78,589,Regional
USAA,A,15,Average,131,671,Nationwide
Allstate,D,14,Good,134,765,Selected states
State Farm,B,6,Excellent,112,750,Nationwide
USAA,E,7,Excellent,77,729,Nationwide
USAA,C,10,Average,77,632,Nationwide
Allstate,D,6,Excellent,83,390,Regional
Geico,C,5,Poor,140,435,Regional
State Farm,A,13,Good,100,527,Regional
USAA,D,9,Poor,129,730,Nationwide
USAA,E,15,Excellent,65,716,Nationwide
State Farm,D,12,Excellent,77,430,Nationwide
Allstate,B,14,Good,104,678,Nationwide
State Farm,E,13,Good,66,348,Selected states
Allstate,E,5,Average,74,445,Nationwide
State Farm,E,9,Good,78,585,Regional
USAA,A,14,Excellent,132,268,Regional
Allstate,B,6,Excellent,133,485,Regional
State Farm,C,9,Average,133,388,Regional
Progressive,A,12,Average,96,371,Nationwide
USAA,A,5,Excellent,95,347,Regional
Progressive,E,11,Poor,89,435,Regional
State Farm,D,5,Excellent,102,574,Selected states
USAA,A,9,Poor,50,473,Regional
Progressive,C,7,Excellent,88,401,Nationwide
Progressive,B,5,Excellent,90,243,Nationwide
USAA,C,6,Excellent,136,527,Nationwide
Progressive,C,8,Excellent,104,251,Selected states
Progressive,A,9,Average,79,403,Regional
Allstate,C,13,Good,62,587,Regional
Progressive,A,12,Excellent,69,400,Selected states
Geico,B,10,Excellent,127,441,Nationwide
Progressive,E,10,Excellent,124,414,Regional
Geico,B,11,Excellent,69,376,Selected states
USAA,E,5,Average,50,329,Selected states
Allstate,C,12,Poor,61,235,Nationwide
Progressive,E,10,Good,103,207,Selected states
USAA,A,12,Poor,115,290,Nationwide
Allstate,C,11,Excellent,90,471,Regional
Progressive,C,15,Excellent,128,448,Regional
USAA,C,10,Good,87,221,Regional
State Farm,B,12,Average,88,527,Selected states
Progressive,B,14,Excellent,120,747,Selected states
Progressive,D,6,Good,74,606,Nationwide
Allstate,A,6,Excellent,53,671,Regional
State Farm,D,12,Good,72,416,Regional
Allstate,E,13,Average,83,518,Selected states
Geico,A,15,Average,119,591,Regional
Geico,D,12,Average,108,778,Regional
Geico,A,15,Average,112,268,Nationwide
State Farm,A,13,Poor,71,363,Nationwide
Allstate,D,7,Excellent,82,416,Selected states
USAA,C,10,Good,50,701,Regional
Progressive,B,13,Poor,89,242,Nationwide
USAA,E,8,Good,94,362,Regional
Progressive,D,12,Good,89,685,Nationwide
USAA,A,8,Good,74,291,Nationwide
State Farm,A,15,Average,94,317,Nationwide
State Farm,B,12,Good,84,623,Regional
State Farm,E,14,Average,147,405,Selected states
State Farm,D,9,Poor,134,534,Selected states
Progressive,B,15,Excellent,131,255,Selected states
State Farm,D,14,Excellent,106,498,Selected states
State Farm,E,10,Good,123,796,Selected states
State Farm,A,11,Good,125,372,Selected states
Geico,B,10,Poor,128,244,Selected states
State Farm,C,10,Good,118,764,Nationwide
Geico,A,9,Poor,107,509,Nationwide
Geico,E,13,Poor,104,234,Regional
Geico,A,15,Poor,88,218,Regional
Geico,D,15,Average,84,521,Regional
Progressive,E,12,Average,51,623,Selected states
Geico,A,5,Average,111,645,Regional
Allstate,C,13,Good,93,410,Selected states
Allstate,A,13,Good,100,254,Nationwide
State Farm,E,11,Excellent,68,668,Nationwide
Progressive,A,5,Good,118,630,Nationwide
Allstate,D,14,Average,124,706,Regional
State Farm,B,14,Poor,99,602,Regional
Progressive,A,10,Poor,75,284,Selected states
Progressive,D,7,Average,51,338,Nationwide
Geico,C,9,Average,73,536,Selected states
Allstate,A,6,Poor,71,655,Regional
State Farm,B,8,Average,108,568,Nationwide
State Farm,E,10,Good,120,628,Regional
State Farm,D,6,Good,143,783,Selected states
Progressive,B,9,Excellent,85,209,Selected states
Allstate,C,11,Average,118,400,Selected states
USAA,C,14,Excellent,68,383,Selected states
Geico,E,15,Excellent,139,677,Regional
Geico,E,15,Poor,52,658,Selected states
Progressive,D,10,Poor,50,473,Selected states
Progressive,B,9,Good,58,569,Selected states
Progressive,E,7,Good,144,336,Nationwide
USAA,D,5,Poor,58,770,Regional
USAA,D,13,Excellent,53,371,Regional
State Farm,A,8,Good,87,528,Regional
USAA,E,8,Poor,65,717,Regional
Allstate,E,13,Good,68,668,Nationwide
Progressive,D,6,Good,99,503,Regional
Allstate,A,15,Average,67,402,Selected states
Progressive,E,15,Poor,123,412,Nationwide
State Farm,C,9,Excellent,110,259,Selected states
Geico,B,6,Average,86,428,Selected states
Geico,A,11,Excellent,122,259,Nationwide
Geico,E,11,Excellent,143,225,Regional
Progressive,B,11,Poor,149,340,Selected states
USAA,C,12,Poor,108,636,Selected states
State Farm,E,8,Poor,108,562,Regional
Allstate,E,6,Average,136,577,Regional
Geico,A,14,Average,138,200,Regional
Progressive,C,11,Good,85,582,Regional
Geico,D,12,Good,135,526,Regional
USAA,E,12,Poor,144,325,Nationwide
Allstate,B,8,Poor,101,675,Nationwide
State Farm,E,6,Poor,125,238,Regional
Progressive,E,12,Excellent,69,534,Regional
Geico,B,7,Good,125,350,Selected states
USAA,E,15,Excellent,69,445,Nationwide
Allstate,E,9,Average,102,777,Selected states
USAA,A,11,Good,63,685,Nationwide
USAA,D,9,Average,74,420,Regional
State Farm,E,9,Average,79,438,Regional
USAA,E,9,Good,141,789,Selected states
Allstate,E,13,Excellent,79,756,Nationwide
Allstate,D,14,Excellent,102,445,Regional
Allstate,E,9,Excellent,142,605,Regional
State Farm,D,14,Average,73,409,Selected states
USAA,E,12,Poor,83,315,Regional
Progressive,E,13,Average,78,458,Nationwide
Progressive,A,12,Average,60,676,Selected states
Allstate,D,15,Average,84,343,Nationwide
USAA,D,15,Poor,92,348,Selected states
Allstate,E,8,Excellent,133,792,Regional
Allstate,C,8,Good,121,222,Nationwide
Allstate,B,5,Average,82,237,Regional
Allstate,B,9,Poor,50,671,Nationwide
USAA,D,14,Excellent,133,629,Selected states
USAA,E,10,Excellent,146,634,Selected states
Allstate,D,14,Good,145,632,Nationwide
Geico,A,10,Poor,83,703,Regional
Progressive,B,10,Good,56,690,Regional
Progressive,C,6,Poor,95,462,Regional
State Farm,E,10,Average,106,436,Nationwide
Geico,D,6,Good,137,641,Selected states
Geico,E,13,Average,114,438,Regional
USAA,E,11,Average,127,546,Regional
Geico,D,10,Average,108,243,Regional
Progressive,B,10,Good,89,779,Selected states
Progressive,D,10,Average,62,699,Nationwide
Progressive,A,12,Average,132,513,Nationwide
State Farm,C,13,Excellent,136,643,Nationwide
Progressive,D,11,Average,143,211,Nationwide
Allstate,A,15,Average,115,499,Selected states
Allstate,D,15,Excellent,60,397,Selected states
USAA,A,5,Good,107,288,Selected states
Geico,D,10,Poor,95,580,Nationwide
State Farm,B,15,Poor,105,463,Nationwide
Allstate,C,14,Average,89,725,Nationwide
USAA,D,9,Poor,62,609,Nationwide
Geico,B,7,Good,104,507,Selected states
Allstate,E,15,Average,143,372,Regional
State Farm,B,9,Average,109,346,Nationwide
Allstate,C,7,Good,142,267,Selected states
Progressive,A,11,Average,104,606,Selected states
USAA,C,8,Good,83,376,Nationwide
Geico,A,12,Average,136,388,Nationwide
Geico,C,12,Poor,148,495,Selected states
Geico,B,14,Good,130,756,Regional
Geico,C,9,Good,51,289,Regional
Progressive,C,12,Good,82,546,Nationwide
Allstate,C,9,Excellent,74,355,Nationwide
Allstate,B,8,Good,109,339,Regional
Allstate,E,15,Excellent,93,645,Regional
Geico,A,8,Excellent,70,504,Selected states
Geico,B,5,Average,53,555,Regional
Progressive,D,5,Excellent,62,494,Nationwide
State Farm,E,14,Good,96,636,Nationwide
State Farm,C,9,Poor,61,545,Regional
Progressive,D,14,Excellent,150,336,Nationwide
State Farm,B,7,Average,117,318,Regional
Geico,C,6,Good,77,462,Regional
Allstate,E,5,Average,122,380,Selected states
State Farm,D,6,Poor,95,239,Regional
Progressive,D,15,Poor,65,471,Regional
Geico,D,7,Average,72,521,Selected states
Geico,D,5,Good,63,274,Nationwide
State Farm,B,13,Good,56,434,Selected states
State Farm,D,9,Average,141,573,Nationwide
USAA,A,6,Good,146,489,Nationwide
Geico,C,6,Average,122,343,Selected states
Geico,A,11,Average,72,323,Selected states
Geico,B,6,Poor,56,347,Regional
Allstate,D,15,Average,51,799,Nationwide
State Farm,C,12,Poor,60,556,Regional
USAA,A,13,Good,132,776,Regional
Geico,D,5,Excellent,125,568,Nationwide
Progressive,D,14,Excellent,66,349,Regional
Allstate,B,10,Good,96,318,Nationwide
Allstate,E,7,Good,88,694,Nationwide
USAA,C,14,Good,95,367,Nationwide
Allstate,B,7,Poor,130,325,Selected states
Allstate,B,12,Average,125,728,Regional
USAA,B,6,Good,69,704,Nationwide
State Farm,D,15,Average,91,299,Selected states
Allstate,D,6,Good,62,375,Nationwide
Allstate,C,9,Poor,139,307,Selected states
USAA,E,12,Good,133,585,Nationwide
Allstate,C,6,Good,83,421,Selected states
Allstate,E,8,Poor,112,549,Regional
USAA,E,5,Poor,149,540,Regional
Geico,D,14,Poor,65,418,Regional
Progressive,C,11,Poor,85,674,Nationwide
Allstate,E,5,Average,73,696,Selected states
State Farm,B,5,Average,143,289,Nationwide
USAA,A,12,Average,101,781,Nationwide
Allstate,C,8,Excellent,74,768,Nationwide
Progressive,E,14,Average,126,793,Selected states
Geico,E,9,Excellent,100,534,Selected states
State Farm,D,10,Excellent,69,281,Regional
Allstate,D,6,Average,137,464,Nationwide
Progressive,E,8,Good,60,358,Nationwide
Progressive,D,10,Good,120,407,Regional
State Farm,A,10,Average,112,384,Nationwide
Geico,D,8,Good,56,679,Regional
USAA,C,13,Good,104,761,Regional
State Farm,C,12,Good,74,261,Selected states
Geico,B,15,Excellent,70,545,Nationwide
USAA,D,15,Good,108,227,Regional
USAA,E,10,Good,107,737,Nationwide
Allstate,B,7,Average,117,353,Selected states
Progressive,B,6,Poor,145,753,Regional
Geico,A,13,Poor,110,546,Nationwide
Allstate,D,12,Poor,106,576,Nationwide
USAA,A,12,Poor,113,489,Regional
State Farm,D,8,Good,142,493,Nationwide
State Farm,E,8,Good,59,554,Selected states
Allstate,E,12,Average,136,560,Regional
Progressive,B,11,Excellent,50,268,Selected states
Progressive,E,12,Excellent,112,484,Selected states
State Farm,B,9,Excellent,104,703,Selected states
State Farm,E,7,Good,81,370,Nationwide
USAA,A,12,Excellent,130,357,Nationwide
USAA,E,14,Excellent,76,623,Nationwide
USAA,D,5,Average,98,604,Nationwide
Progressive,C,10,Good,75,612,Selected states
Progressive,A,15,Excellent,112,215,Nationwide
USAA,E,13,Excellent,131,487,Nationwide
Progressive,E,11,Excellent,105,380,Regional
State Farm,D,12,Good,136,775,Nationwide
USAA,E,6,Average,61,667,Selected states
State Farm,A,10,Good,121,569,Regional
State Farm,E,9,Poor,134,779,Selected states
Progressive,A,10,Excellent,96,619,Selected states
Progressive,D,6,Good,77,767,Regional
Geico,B,14,Good,134,378,Selected states
Geico,D,10,Poor,147,280,Regional
Progressive,B,15,Excellent,88,234,Selected states
USAA,B,13,Poor,122,333,Selected states
Progressive,D,14,Poor,148,222,Nationwide
Geico,D,11,Good,96,495,Selected states
Geico,B,13,Poor,58,246,Nationwide
Allstate,E,13,Excellent,64,623,Nationwide
State Farm,C,10,Average,84,784,Regional
Progressive,C,7,Excellent,95,539,Nationwide
Allstate,B,6,Good,115,755,Nationwide
Allstate,C,7,Excellent,134,494,Nationwide
State Farm,B,13,Excellent,72,313,Nationwide
Progressive,B,10,Average,107,334,Regional
Allstate,D,15,Poor,104,584,Selected states
Geico,E,6,Good,88,528,Regional
Geico,D,10,Good,52,289,Nationwide
State Farm,A,15,Poor,109,659,Selected states
State Farm,E,5,Good,146,500,Regional
Geico,C,9,Good,91,376,Selected states
USAA,C,15,Poor,135,465,Selected states
Progressive,E,10,Good,126,413,Regional
Geico,E,15,Excellent,148,350,Selected states
Allstate,C,5,Average,101,609,Selected states
Progressive,B,13,Poor,141,231,Regional
Progressive,B,13,Poor,57,454,Regional
Allstate,A,15,Average,91,529,Regional
State Farm,D,13,Excellent,111,257,Nationwide
Allstate,A,7,Poor,83,361,Regional
Geico,E,5,Excellent,95,625,Regional
State Farm,C,8,Excellent,84,313,Nationwide
Progressive,B,6,Excellent,96,782,Nationwide
Geico,E,13,Average,109,574,Nationwide
USAA,C,14,Good,50,695,Regional
State Farm,D,14,Excellent,84,698,Regional
State Farm,A,5,Good,100,560,Selected states
State Farm,B,7,Poor,122,576,Regional
USAA,A,13,Poor,78,211,Regional
Progressive,A,8,Poor,55,302,Regional
Progressive,A,5,Excellent,94,600,Regional
Progressive,B,9,Poor,109,442,Nationwide
State Farm,C,13,Average,67,624,Regional
State Farm,E,14,Good,78,272,Regional
Allstate,A,10,Poor,69,365,Nationwide
Geico,D,8,Average,133,427,Regional
Allstate,C,11,Excellent,95,418,Selected states
State Farm,B,6,Poor,97,704,Nationwide
Allstate,D,11,Average,150,263,Nationwide
Geico,C,11,Good,146,415,Selected states
State Farm,B,10,Poor,136,715,Regional
Progressive,A,5,Poor,109,294,Nationwide
Allstate,E,5,Poor,86,334,Selected states
